Line 1: Invalid trip distance
Line 2: Invalid trip distance
Line 3: Invalid trip distance
Line 4: Invalid trip distance
Line 5: Invalid fare amount
Line 6: Invalid trip distance
Line 7: Invalid fare amount
Line 8: Invalid fare amount
Line 9: Invalid fare amount
Line 10: Invalid trip distance
Line 11: Invalid trip distance
Line 12: Invalid trip distance
Line 13: Invalid trip distance
Line 14: Invalid trip distance
Line 15: Invalid trip distance
Line 16: Invalid trip distance
Line 17: Invalid trip distance
Line 18: Invalid trip distance
Line 19: Invalid trip distance
Line 21: Invalid trip distance
Line 22: Invalid trip distance
Line 23: Invalid trip distance
Line 24: Invalid trip distance
Line 25: Invalid trip distance
Line 26: Invalid trip distance
Line 27: Invalid trip distance
Line 28: Invalid trip distance
Line 29: Invalid trip distance
Line 30: Invalid trip distance
Line 31: Invalid trip distance
Line 32: Invalid trip distance
Line 33: Invalid trip distance
Line 34: Invalid trip distance
Line 35: Invalid trip distance
Line 36: Invalid trip distance
Line 37: Invalid trip distance
Line 38: Invalid trip distance
Line 39: Invalid trip distance
Line 40: Invalid trip distance
Line 41: Invalid trip distance
Line 42: Invalid trip distance
Line 43: Invalid trip distance
Line 44: Invalid trip distance
Line 45: Invalid trip distance
Line 46: Invalid trip distance
Line 47: Invalid trip distance
Line 48: Invalid trip distance
Line 49: Invalid trip distance
Line 50: Invalid trip distance
Line 51: Invalid trip distance
Line 52: Invalid trip distance
Line 53: Invalid trip distance
Line 54: Invalid trip distance
Line 55: Invalid tip amount
Line 56: Invalid trip distance
Line 57: Invalid trip distance
Line 58: Invalid tip amount
Line 59: Invalid trip distance
Line 60: Invalid fare amount
Line 61: Invalid trip distance
Line 62: Invalid trip distance
Line 63: Invalid trip distance
Line 64: Invalid trip distance
Line 65: Invalid trip distance
Line 66: Invalid trip distance
Line 67: Invalid trip distance
Line 68: Invalid trip distance
Line 69: Invalid trip distance
Line 70: Invalid trip distance
Line 71: Invalid trip distance
Line 72: Invalid trip distance
Line 73: Invalid trip distance
Line 74: Invalid trip distance
Line 75: Invalid trip distance
Line 76: Invalid trip distance
Line 77: Invalid trip distance
Line 78: Invalid trip distance
Line 79: Invalid trip distance
Line 80: Invalid trip distance
Line 81: Invalid trip distance
Line 82: Invalid trip distance
Line 83: Invalid trip distance
Line 84: Invalid trip distance
Line 85: Invalid trip distance
Line 86: Invalid trip distance
Line 87: Invalid trip distance
Line 88: Invalid trip distance
Line 89: Invalid trip distance
Line 90: Invalid trip distance
Line 91: Invalid trip distance
Line 92: Invalid trip distance
Line 93: Invalid trip distance
Line 94: Invalid trip distance
Line 95: Invalid trip distance
Line 96: Invalid trip distance
Line 97: Invalid trip distance
Line 98: Invalid trip distance
Line 99: Invalid trip distance
Line 100: Invalid trip distance
Line 101: Invalid trip distance
Line 102: Invalid trip distance
Line 103: Invalid trip distance
Line 104: Invalid trip distance
Line 105: Invalid tip amount
Line 106: Invalid trip distance
Line 107: Invalid trip distance
Line 108: Invalid trip distance
Line 109: Invalid trip distance
Line 110: Invalid trip distance
Line 111: Invalid trip distance
Line 112: Invalid trip distance
Line 113: Invalid trip distance
Line 114: Invalid trip distance
Line 115: Invalid trip distance
Line 116: Invalid trip distance
Line 117: Invalid trip distance
Line 118: Invalid fare amount
Line 119: Invalid trip distance
Line 120: Invalid trip distance
Line 121: Invalid trip distance
Line 122: Invalid trip distance
Line 123: Invalid trip distance
Line 124: Invalid trip distance
Line 125: Invalid trip distance
Line 126: Invalid trip distance
Line 127: Invalid trip distance
Line 128: Invalid trip distance
Line 129: Invalid trip distance
Line 130: Invalid trip distance
Line 131: Invalid trip distance
Line 132: Invalid trip distance
Line 133: Invalid trip distance
Line 134: Invalid trip distance
Line 135: Invalid trip distance
Line 136: Invalid trip distance
Line 137: Invalid trip distance
Line 138: Invalid trip distance
Line 139: Invalid trip distance
Line 140: Invalid trip distance
Line 141: Invalid trip distance
Line 142: Invalid trip distance
Line 143: Invalid trip distance
Line 144: Invalid trip distance
Line 145: Invalid trip distance
Line 146: Invalid trip distance
Line 147: Invalid trip distance
Line 148: Invalid trip distance
Line 149: Invalid trip distance
Line 150: Invalid trip distance
Line 151: Invalid trip distance
Line 152: Invalid trip distance
Line 153: Invalid trip distance
Line 154: Invalid trip distance
Line 155: Invalid trip distance
Line 156: Invalid trip distance
Line 157: Invalid trip distance
Line 158: Invalid trip distance
Line 159: Invalid trip distance
Line 160: Invalid trip distance
Line 161: Invalid trip distance
Line 162: Invalid trip distance
Line 163: Invalid trip distance
Line 164: Invalid trip distance
Line 165: Invalid trip distance
Line 166: Invalid trip distance
Line 167: Invalid trip distance
Line 168: Invalid trip distance
Line 169: Invalid trip distance
Line 170: Invalid trip distance
Line 171: Invalid trip distance
Line 172: Invalid trip distance
Line 173: Invalid trip distance
Line 174: Invalid trip distance
Line 175: Invalid trip distance
Line 176: Invalid trip distance
Line 177: Invalid trip distance
Line 178: Invalid trip distance
Line 179: Invalid trip distance
Line 180: Invalid trip distance
Line 181: Invalid trip distance
Line 182: Invalid trip distance
Line 183: Invalid trip distance
Line 184: Invalid trip distance
Line 185: Invalid trip distance
Line 186: Invalid trip distance
Line 187: Invalid trip distance
Line 188: Invalid trip distance
Line 189: Invalid trip distance
Line 190: Invalid trip distance
Line 191: Invalid trip distance
Line 192: Invalid trip distance
Line 193: Invalid trip distance
Line 194: Invalid trip distance
Line 195: Invalid trip distance
Line 196: Invalid trip distance
Line 197: Invalid trip distance
Line 198: Invalid trip distance
Line 199: Invalid trip distance
Line 200: Invalid trip distance
Line 201: Invalid trip distance
Line 202: Invalid trip distance
Line 203: Invalid trip distance
Line 204: Invalid trip distance
Line 205: Invalid trip distance
Line 206: Invalid trip distance
Line 207: Invalid trip distance
Line 208: Invalid trip distance
Line 209: Invalid trip distance
Line 210: Invalid trip distance
Line 211: Invalid trip distance
Line 212: Invalid trip distance
Line 213: Invalid trip distance
Line 214: Invalid trip distance
Line 215: Invalid trip distance
Line 216: Invalid trip distance
Line 217: Invalid trip distance
Line 218: Invalid trip distance
Line 219: Invalid trip distance
Line 220: Invalid trip distance
Line 221: Invalid trip distance
Line 222: Invalid trip distance
Line 223: Invalid trip distance
Line 224: Invalid trip distance
Line 225: Invalid trip distance
Line 226: Invalid trip distance
Line 227: Invalid trip distance
Line 228: Invalid trip distance
Line 229: Invalid trip distance
Line 230: Invalid trip distance
Line 231: Invalid trip distance
Line 232: Invalid trip distance
Line 233: Invalid trip distance
Line 234: Invalid trip distance
Line 235: Invalid trip distance
Line 236: Invalid trip distance
Line 237: Invalid trip distance
Line 238: Invalid trip distance
Line 239: Invalid trip distance
Line 240: Invalid trip distance
Line 241: Invalid trip distance
Line 242: Invalid fare amount
Line 243: Invalid trip distance
Line 244: Invalid trip distance
Line 245: Invalid trip distance
Line 246: Invalid trip distance
Line 248: Invalid trip distance
Line 249: Invalid trip distance
Line 250: Invalid trip distance
Line 251: Invalid trip distance
Line 252: Invalid trip distance
Line 253: Invalid fare amount
Line 254: Invalid trip distance
Line 255: Invalid trip distance
Line 256: Invalid trip distance
Line 257: Invalid trip distance
Line 258: Invalid trip distance
Line 259: Invalid tip amount
Line 260: Invalid trip distance
Line 261: Invalid trip distance
Line 262: Invalid trip distance
Line 263: Invalid trip distance
Line 264: Invalid trip distance
Line 265: Invalid passenger count
Line 266: Invalid passenger count
Line 267: Invalid passenger count
Line 268: Invalid trip distance
Line 269: Invalid trip distance
Line 270: Invalid trip distance
Line 271: Invalid trip distance
Line 272: Invalid trip distance
Line 273: Invalid trip distance
Line 274: Invalid trip distance
Line 275: Invalid trip distance
Line 276: Invalid trip distance
Line 277: Invalid trip distance
Line 278: Invalid trip distance
Line 279: Invalid trip distance
Line 280: Invalid trip distance
Line 281: Invalid trip distance
Line 282: Invalid passenger count
Line 283: Invalid trip distance
Line 284: Invalid passenger count
Line 285: Invalid trip distance
Line 286: Invalid trip distance
Line 287: Invalid trip distance
Line 288: Invalid trip distance
Line 289: Invalid trip distance
Line 290: Invalid trip distance
Line 291: Invalid trip distance
Line 292: Invalid trip distance
Line 293: Invalid trip distance
Line 294: Invalid trip distance
Line 295: Invalid trip distance
Line 296: Invalid trip distance
Line 297: Invalid trip distance
Line 298: Invalid trip distance
Line 299: Invalid trip distance
Line 300: Invalid trip distance
Line 301: Invalid trip distance
Line 302: Invalid trip distance
Line 303: Invalid trip distance
Line 304: Invalid trip distance
Line 306: Invalid trip distance
Line 307: Invalid trip distance
Line 308: Invalid trip distance
Line 309: Invalid trip distance
Line 310: Invalid trip distance
Line 311: Invalid trip distance
Line 312: Invalid trip distance
Line 313: Invalid trip distance
Line 314: Invalid trip distance
Line 315: Invalid trip distance
Line 316: Invalid fare amount
Line 317: Invalid trip distance
Line 318: Invalid trip distance
Line 319: Invalid trip distance
Line 320: Invalid trip distance
Line 321: Invalid trip distance
Line 322: Invalid trip distance
Line 323: Invalid trip distance
Line 324: Invalid trip distance
Line 325: Invalid trip distance
Line 326: Invalid trip distance
Line 327: Invalid trip distance
Line 328: Invalid trip distance
Line 329: Invalid trip distance
Line 330: Invalid trip distance
Line 331: Invalid trip distance
Line 332: Invalid trip distance
Line 333: Invalid trip distance
Line 334: Invalid trip distance
Line 335: Invalid fare amount
Line 336: Invalid trip distance
Line 337: Invalid trip distance
Line 338: Invalid trip distance
Line 339: Invalid trip distance
Line 340: Invalid trip distance
Line 341: Invalid trip distance
Line 342: Invalid trip distance
Line 343: Invalid trip distance
Line 344: Invalid trip distance
Line 345: Invalid trip distance
Line 346: Invalid trip distance
Line 347: Invalid trip distance
Line 348: Invalid trip distance
Line 349: Invalid trip distance
Line 350: Invalid trip distance
Line 351: Invalid trip distance
Line 352: Invalid trip distance
Line 353: Invalid trip distance
Line 354: Invalid trip distance
Line 355: Invalid trip distance
Line 356: Invalid trip distance
Line 357: Invalid trip distance
Line 358: Invalid trip distance
Line 359: Invalid trip distance
Line 360: Invalid trip distance
Line 361: Invalid trip distance
Line 362: Invalid trip distance
Line 363: Invalid trip distance
Line 364: Invalid trip distance
Line 365: Invalid trip distance
Line 367: Invalid trip distance
Line 368: Invalid trip distance
Line 369: Invalid trip distance
Line 370: Invalid trip distance
Line 371: Invalid trip distance
Line 372: Invalid trip distance
Line 373: Invalid trip distance
Line 374: Invalid trip distance
Line 375: Invalid trip distance
Line 376: Invalid trip distance
Line 377: Invalid trip distance
Line 378: Invalid trip distance
Line 379: Invalid trip distance
Line 380: Invalid trip distance
Line 381: Invalid trip distance
Line 382: Invalid trip distance
Line 383: Invalid trip distance
Line 384: Invalid trip distance
Line 385: Invalid trip distance
Line 386: Invalid trip distance
Line 387: Invalid trip distance
Line 388: Invalid trip distance
Line 389: Invalid trip distance
Line 390: Invalid trip distance
Line 391: Invalid trip distance
Line 392: Invalid trip distance
Line 393: Invalid trip distance
Line 394: Invalid trip distance
Line 395: Invalid trip distance
Line 396: Invalid trip distance
Line 397: Invalid trip distance
Line 398: Invalid trip distance
Line 399: Invalid trip distance
Line 400: Invalid trip distance
Line 401: Invalid trip distance
Line 402: Invalid trip distance
Line 403: Invalid trip distance
Line 404: Invalid trip distance
Line 405: Invalid trip distance
Line 406: Invalid trip distance
Line 407: Invalid trip distance
Line 408: Invalid trip distance
Line 409: Invalid passenger count
Line 410: Invalid passenger count
Line 411: Invalid passenger count
Line 412: Dropoff time is before or equal to pickup time
Line 413: Invalid passenger count
Line 414: Invalid trip distance
Line 415: Invalid fare amount
Line 416: Invalid trip distance
Line 417: Invalid trip distance
Line 418: Invalid trip distance
Line 419: Invalid trip distance
Line 420: Invalid trip distance
Line 421: Invalid trip distance
Line 422: Invalid trip distance
Line 423: Invalid trip distance
Line 424: Invalid trip distance
Line 425: Invalid trip distance
Line 426: Invalid trip distance
Line 427: Invalid trip distance
Line 428: Invalid passenger count
Line 429: Invalid trip distance
Line 430: Invalid trip distance
Line 431: Invalid trip distance
Line 432: Invalid trip distance
Line 433: Invalid trip distance
Line 434: Invalid trip distance
Line 435: Invalid trip distance
Line 436: Invalid trip distance
Line 437: Invalid trip distance
Line 438: Invalid trip distance
Line 439: Invalid trip distance
Line 440: Invalid fare amount
Line 441: Invalid trip distance
Line 442: Invalid trip distance
Line 443: Invalid trip distance
Line 444: Invalid trip distance
Line 445: Invalid trip distance
Line 446: Invalid trip distance
Line 447: Invalid trip distance
Line 448: Invalid trip distance
Line 449: Invalid trip distance
Line 450: Invalid trip distance
Line 451: Invalid trip distance
Line 452: Invalid trip distance
Line 453: Invalid trip distance
Line 454: Invalid trip distance
Line 455: Invalid trip distance
Line 456: Invalid trip distance
Line 457: Invalid trip distance
Line 458: Invalid trip distance
Line 459: Invalid trip distance
Line 460: Invalid trip distance
Line 461: Invalid trip distance
Line 462: Invalid trip distance
Line 463: Invalid trip distance
Line 464: Invalid trip distance
Line 465: Invalid trip distance
Line 466: Invalid trip distance
Line 467: Invalid trip distance
Line 468: Invalid trip distance
Line 469: Invalid trip distance
Line 470: Invalid trip distance
Line 471: Invalid trip distance
Line 472: Invalid trip distance
Line 473: Invalid trip distance
Line 474: Invalid trip distance
Line 475: Invalid trip distance
Line 476: Invalid trip distance
Line 477: Invalid trip distance
Line 478: Invalid trip distance
Line 479: Invalid fare amount
Line 480: Invalid tip amount
Line 481: Invalid tip amount
Line 482: Invalid trip distance
Line 483: Invalid trip distance
Line 484: Invalid trip distance
Line 485: Invalid trip distance
Line 486: Invalid trip distance
Line 487: Invalid trip distance
Line 488: Invalid trip distance
Line 489: Invalid trip distance
Line 490: Invalid trip distance
Line 491: Invalid trip distance
Line 492: Invalid trip distance
Line 493: Invalid trip distance
Line 494: Invalid trip distance
Line 495: Invalid trip distance
Line 496: Invalid trip distance
Line 497: Invalid trip distance
Line 498: Invalid trip distance
Line 499: Invalid trip distance
Line 500: Invalid trip distance
Line 501: Invalid trip distance
Line 502: Invalid trip distance
Line 503: Invalid trip distance
Line 504: Invalid trip distance
Line 505: Invalid trip distance
Line 506: Invalid trip distance
Line 507: Invalid trip distance
Line 508: Invalid trip distance
Line 509: Invalid trip distance
